Latitude,Longitude,ZoneType,Hour,Noise_dB,TrafficIndex,PM2.5
28.587847368421052,77.23978947368421,Residential,15,58.88,0.307,37.3
28.587847368421052,77.23978947368421,Residential,16,56.31,0.143,42.9
28.587847368421052,77.23978947368421,Residential,17,58.8,0.273,75.1
28.587847368421052,77.23978947368421,Residential,18,57.38,0.304,47.2
28.587847368421052,77.23978947368421,Residential,19,62.78,0.389,49.1
28.587847368421052,77.23978947368421,Residential,20,58.1,0.288,51.5
28.587847368421052,77.23978947368421,Residential,21,48.16,0.162,47.0
28.587847368421052,77.23978947368421,Residential,22,49.44,0.15,48.8
28.587847368421052,77.23978947368421,Residential,23,54.37,0.281,51.5
28.587847368421052,77.24452631578947,Park,0,41.18,0.0,25.2
28.587847368421052,77.24452631578947,Park,1,40.55,0.0,33.3
28.587847368421052,77.24452631578947,Park,2,35.0,0.0,29.8
28.587847368421052,77.24452631578947,Park,3,35.0,0.032,46.1
28.587847368421052,77.24452631578947,Park,4,44.95,0.069,52.3
28.587847368421052,77.24452631578947,Park,5,45.41,0.115,26.6
28.587847368421052,77.24452631578947,Park,6,42.74,0.027,39.5
28.587847368421052,77.24452631578947,Park,7,44.5,0.056,33.1
28.587847368421052,77.24452631578947,Park,8,51.61,0.122,46.0
28.587847368421052,77.24452631578947,Park,9,49.34,0.112,43.8
28.587847368421052,77.24452631578947,Park,10,46.97,0.197,43.5
28.587847368421052,77.24452631578947,Park,11,37.43,0.0,44.7
28.587847368421052,77.24452631578947,Park,12,41.04,0.044,26.2
28.587847368421052,77.24452631578947,Park,13,45.39,0.072,43.9
28.587847368421052,77.24452631578947,Park,14,46.93,0.073,40.6
28.587847368421052,77.24452631578947,Park,15,42.84,0.014,20.0
28.587847368421052,77.24452631578947,Park,16,53.28,0.158,31.7
28.587847368421052,77.24452631578947,Park,17,42.21,0.0,33.4
28.587847368421052,77.24452631578947,Park,18,45.51,0.177,35.2
28.587847368421052,77.24452631578947,Park,19,44.58,0.069,53.2
28.587847368421052,77.24452631578947,Park,20,42.14,0.118,40.6
28.587847368421052,77.24452631578947,Park,21,44.38,0.009,21.3
28.587847368421052,77.24452631578947,Park,22,49.45,0.213,41.1
28.587847368421052,77.24452631578947,Park,23,44.54,0.007,29.4
28.587847368421052,77.24926315789475,MainRoad,0,62.07,0.368,48.1
28.587847368421052,77.24926315789475,MainRoad,1,78.38,0.627,50.6
28.587847368421052,77.24926315789475,MainRoad,2,73.1,0.559,63.8
28.587847368421052,77.24926315789475,MainRoad,3,72.51,0.606,63.3
28.587847368421052,77.24926315789475,MainRoad,4,71.79,0.52,52.6
28.587847368421052,77.24926315789475,MainRoad,5,66.97,0.365,60.8
28.587847368421052,77.24926315789475,MainRoad,6,92.24,0.86,76.4
28.587847368421052,77.24926315789475,MainRoad,7,93.21,0.887,55.2
28.587847368421052,77.24926315789475,MainRoad,8,82.67,0.665,81.0
28.587847368421052,77.24926315789475,MainRoad,9,86.37,0.872,59.8
28.587847368421052,77.24926315789475,MainRoad,10,70.26,0.512,37.5
28.587847368421052,77.24926315789475,MainRoad,11,72.58,0.529,52.3
28.587847368421052,77.24926315789475,MainRoad,12,90.25,0.901,75.8
28.587847368421052,77.24926315789475,MainRoad,13,64.11,0.455,41.7
28.587847368421052,77.24926315789475,MainRoad,14,100.0,1.0,85.9
28.587847368421052,77.24926315789475,MainRoad,15,80.61,0.636,72.7
28.587847368421052,77.24926315789475,MainRoad,16,63.95,0.34,38.7
28.587847368421052,77.24926315789475,MainRoad,17,100.0,1.0,114.7
28.587847368421052,77.24926315789475,MainRoad,18,87.59,0.81,65.0
28.587847368421052,77.24926315789475,MainRoad,19,100.0,0.946,87.2
28.587847368421052,77.24926315789475,MainRoad,20,93.24,0.795,95.0
28.587847368421052,77.24926315789475,MainRoad,21,99.64,1.0,67.7
28.587847368421052,77.24926315789475,MainRoad,22,73.8,0.563,46.6
28.587847368421052,77.24926315789475,MainRoad,23,77.36,0.58,54.7
28.587847368421052,77.254,Residential,0,50.21,0.258,34.3
28.587847368421052,77.254,Residential,1,50.38,0.153,27.5
28.587847368421052,77.254,Residential,2,51.32,0.128,22.9
28.587847368421052,77.254,Residential,3,44.11,0.0,56.2
28.587847368421052,77.254,Residential,4,43.32,0.041,25.7
28.587847368421052,77.254,Residential,5,47.54,0.126,44.6
28.587847368421052,77.254,Residential,6,57.35,0.215,56.9
28.587847368421052,77.254,Residential,7,54.41,0.249,49.7
28.587847368421052,77.254,Residential,8,56.32,0.292,52.6
28.587847368421052,77.254,Residential,9,54.66,0.281,34.6
28.587847368421052,77.254,Residential,10,55.66,0.292,24.1
28.587847368421052,77.254,Residential,11,56.76,0.257,58.1
28.587847368421052,77.254,Residential,12,56.28,0.239,49.1
28.587847368421052,77.254,Residential,13,50.86,0.234,36.4
28.587847368421052,77.254,Residential,14,53.93,0.265,42.5
28.587847368421052,77.254,Residential,15,52.41,0.183,48.9
28.587847368421052,77.254,Residential,16,46.91,0.069,33.0
28.587847368421052,77.254,Residential,17,56.09,0.303,50.7
28.587847368421052,77.254,Residential,18,56.32,0.308,31.9
28.587847368421052,77.254,Residential,19,60.65,0.405,49.3
28.587847368421052,77.254,Residential,20,67.42,0.483,52.4
28.587847368421052,77.254,Residential,21,52.45,0.221,45.9
28.587847368421052,77.254,Residential,22,49.81,0.114,45.0
28.587847368421052,77.254,Residential,23,43.08,0.074,43.4
28.592584210526315,77.164,Residential,0,48.86,0.155,43.0
28.592584210526315,77.164,Residential,1,39.05,0.037,26.5
28.592584210526315,77.164,Residential,2,48.93,0.062,40.4
28.592584210526315,77.164,Residential,3,58.99,0.276,49.1
28.592584210526315,77.164,Residential,4,46.03,0.138,40.2
28.592584210526315,77.164,Residential,5,49.53,0.277,37.4
28.592584210526315,77.164,Residential,6,49.71,0.222,60.8
28.592584210526315,77.164,Residential,7,59.52,0.426,59.6
28.592584210526315,77.164,Residential,8,55.57,0.202,31.6
28.592584210526315,77.164,Residential,9,51.82,0.277,42.3
28.592584210526315,77.164,Residential,10,45.75,0.042,29.2
28.592584210526315,77.164,Residential,11,50.17,0.125,39.1
28.592584210526315,77.164,Residential,12,46.71,0.086,38.8
28.592584210526315,77.164,Residential,13,57.92,0.333,45.0
28.592584210526315,77.164,Residential,14,51.04,0.168,26.1
28.592584210526315,77.164,Residential,15,50.72,0.134,23.1
28.592584210526315,77.164,Residential,16,59.26,0.316,39.1
28.592584210526315,77.164,Residential,17,58.13,0.352,56.0
28.592584210526315,77.164,Residential,18,68.39,0.506,48.4
28.592584210526315,77.164,Residential,19,63.2,0.438,74.7
28.592584210526315,77.164,Residential,20,56.8,0.276,57.9
28.592584210526315,77.164,Residential,21,60.68,0.347,65.6
28.592584210526315,77.164,Residential,22,50.06,0.136,43.2
28.592584210526315,77.164,Residential,23,49.42,0.252,43.6
28.592584210526315,77.16873684210526,MainRoad,0,61.51,0.449,57.9
28.592584210526315,77.16873684210526,MainRoad,1,89.78,0.91,60.5
28.592584210526315,77.16873684210526,MainRoad,2,72.29,0.538,68.6
28.592584210526315,77.16873684210526,MainRoad,3,61.18,0.377,50.6
28.592584210526315,77.16873684210526,MainRoad,4,61.95,0.364,43.2
28.592584210526315,77.16873684210526,MainRoad,5,71.93,0.561,42.8
28.592584210526315,77.16873684210526,MainRoad,6,89.64,0.867,61.7
28.592584210526315,77.16873684210526,MainRoad,7,80.7,0.621,61.0
28.592584210526315,77.16873684210526,MainRoad,8,84.08,0.712,70.5
28.592584210526315,77.16873684210526,MainRoad,9,82.49,0.756,69.7
28.592584210526315,77.16873684210526,MainRoad,10,84.52,0.826,63.1
28.592584210526315,77.16873684210526,MainRoad,11,86.96,0.791,83.1
28.592584210526315,77.16873684210526,MainRoad,12,66.67,0.425,46.5
28.592584210526315,77.16873684210526,MainRoad,13,67.21,0.336,60.8
28.592584210526315,77.16873684210526,MainRoad,14,79.92,0.585,56.3
28.592584210526315,77.16873684210526,MainRoad,15,78.12,0.577,66.0
28.592584210526315,77.16873684210526,MainRoad,16,77.19,0.723,60.1
28.592584210526315,77.16873684210526,MainRoad,17,84.93,0.749,57.8
28.592584210526315,77.16873684210526,MainRoad,18,91.24,0.821,65.9
28.592584210526315,77.16873684210526,MainRoad,19,97.75,0.951,91.7
28.592584210526315,77.16873684210526,MainRoad,20,89.6,0.84,90.0
28.592584210526315,77.16873684210526,MainRoad,21,66.73,0.377,55.9
28.592584210526315,77.16873684210526,MainRoad,22,81.61,0.636,67.5
28.592584210526315,77.16873684210526,MainRoad,23,77.66,0.552,63.8
28.592584210526315,77.17347368421053,MainRoad,0,62.8,0.456,49.0
28.592584210526315,77.17347368421053,MainRoad,1,82.35,0.683,71.0
28.592584210526315,77.17347368421053,MainRoad,2,62.17,0.397,49.7
28.592584210526315,77.17347368421053,MainRoad,3,52.45,0.216,38.6
28.592584210526315,77.17347368421053,MainRoad,4,57.21,0.3,42.2
28.592584210526315,77.17347368421053,MainRoad,5,56.29,0.284,51.4
28.592584210526315,77.17347368421053,MainRoad,6,100.0,1.0,78.6
28.592584210526315,77.17347368421053,MainRoad,7,90.15,0.789,81.0
28.592584210526315,77.17347368421053,MainRoad,8,91.07,0.823,57.9
28.592584210526315,77.17347368421053,MainRoad,9,78.8,0.644,58.5
28.592584210526315,77.17347368421053,MainRoad,10,100.0,1.0,94.7
28.592584210526315,77.17347368421053,MainRoad,11,61.0,0.309,49.0
28.592584210526315,77.17347368421053,MainRoad,12,64.83,0.393,38.5
28.592584210526315,77.17347368421053,MainRoad,13,78.82,0.553,63.5
28.592584210526315,77.17347368421053,MainRoad,14,69.83,0.492,36.7
28.592584210526315,77.17347368421053,MainRoad,15,96.32,0.918,68.1
28.592584210526315,77.17347368421053,MainRoad,16,90.66,0.81,65.3
28.592584210526315,77.17347368421053,MainRoad,17,85.92,0.66,61.6
28.592584210526315,77.17347368421053,MainRoad,18,83.97,0.741,52.7
28.592584210526315,77.17347368421053,MainRoad,19,93.5,0.881,69.5
28.592584210526315,77.17347368421053,MainRoad,20,92.07,0.915,79.0
28.592584210526315,77.17347368421053,MainRoad,21,76.97,0.622,56.0
28.592584210526315,77.17347368421053,MainRoad,22,71.09,0.515,44.6
28.592584210526315,77.17347368421053,MainRoad,23,65.31,0.285,67.5
28.592584210526315,77.1782105263158,Residential,0,48.76,0.119,35.4
28.592584210526315,77.1782105263158,Residential,1,46.39,0.097,40.8
28.592584210526315,77.1782105263158,Residential,2,48.53,0.149,47.2
28.592584210526315,77.1782105263158,Residential,3,51.24,0.193,36.2
28.592584210526315,77.1782105263158,Residential,4,52.46,0.194,36.4
28.592584210526315,77.1782105263158,Residential,5,47.03,0.115,49.3
28.592584210526315,77.1782105263158,Residential,6,61.43,0.435,53.7
28.592584210526315,77.1782105263158,Residential,7,55.95,0.281,38.8
28.592584210526315,77.1782105263158,Residential,8,56.67,0.27,38.7
28.592584210526315,77.1782105263158,Residential,9,51.21,0.197,42.5
28.592584210526315,77.1782105263158,Residential,10,61.91,0.382,56.1
28.592584210526315,77.1782105263158,Residential,11,46.51,0.106,31.8
28.592584210526315,77.1782105263158,Residential,12,51.85,0.251,39.9
28.592584210526315,77.1782105263158,Residential,13,53.78,0.322,47.3
28.592584210526315,77.1782105263158,Residential,14,65.16,0.368,50.6
28.592584210526315,77.1782105263158,Residential,15,62.86,0.322,34.0
28.592584210526315,77.1782105263158,Residential,16,62.42,0.414,45.7
28.592584210526315,77.1782105263158,Residential,17,56.8,0.222,61.1
28.592584210526315,77.1782105263158,Residential,18,63.83,0.358,37.4
28.592584210526315,77.1782105263158,Residential,19,56.41,0.284,40.8
28.592584210526315,77.1782105263158,Residential,20,53.97,0.247,22.8
28.592584210526315,77.1782105263158,Residential,21,54.61,0.12,35.8
28.592584210526315,77.1782105263158,Residential,22,56.15,0.281,33.7
28.592584210526315,77.1782105263158,Residential,23,45.34,0.107,41.5
28.592584210526315,77.18294736842105,Residential,0,56.05,0.321,41.0
28.592584210526315,77.18294736842105,Residential,1,43.74,0.0,29.5
28.592584210526315,77.18294736842105,Residential,2,52.13,0.188,60.2
28.592584210526315,77.18294736842105,Residential,3,49.36,0.195,38.7
28.592584210526315,77.18294736842105,Residential,4,39.8,0.0,30.1
28.592584210526315,77.18294736842105,Residential,5,54.84,0.327,37.8
28.592584210526315,77.18294736842105,Residential,6,66.02,0.462,65.4
28.592584210526315,77.18294736842105,Residential,7,50.35,0.309,30.5
28.592584210526315,77.18294736842105,Residential,8,58.15,0.214,30.9
28.592584210526315,77.18294736842105,Residential,9,61.98,0.35,54.4
28.592584210526315,77.18294736842105,Residential,10,52.27,0.232,20.0
28.592584210526315,77.18294736842105,Residential,11,56.46,0.311,27.4
28.592584210526315,77.18294736842105,Residential,12,60.45,0.374,37.8
28.592584210526315,77.18294736842105,Residential,13,57.22,0.34,51.6
28.592584210526315,77.18294736842105,Residential,14,57.53,0.264,57.0
28.592584210526315,77.18294736842105,Residential,15,54.39,0.135,49.2
28.592584210526315,77.18294736842105,Residential,16,55.62,0.405,24.9
28.592584210526315,77.18294736842105,Residential,17,53.53,0.225,50.8
28.592584210526315,77.18294736842105,Residential,18,62.29,0.283,57.9
28.592584210526315,77.18294736842105,Residential,19,51.18,0.206,25.1
28.592584210526315,77.18294736842105,Residential,20,62.53,0.343,57.3
28.592584210526315,77.18294736842105,Residential,21,57.45,0.282,57.2
28.592584210526315,77.18294736842105,Residential,22,44.0,0.145,41.6
28.592584210526315,77.18294736842105,Residential,23,52.1,0.199,22.0
28.592584210526315,77.18768421052631,Market,0,53.52,0.257,73.2
28.592584210526315,77.18768421052631,Market,1,72.96,0.571,47.5
28.592584210526315,77.18768421052631,Market,2,54.38,0.12,39.3
28.592584210526315,77.18768421052631,Market,3,65.12,0.426,58.2
28.592584210526315,77.18768421052631,Market,4,65.84,0.413,59.5
28.592584210526315,77.18768421052631,Market,5,56.65,0.283,32.7
28.592584210526315,77.18768421052631,Market,6,63.74,0.419,46.2
28.592584210526315,77.18768421052631,Market,7,78.43,0.539,60.0
28.592584210526315,77.18768421052631,Market,8,65.91,0.471,57.7
28.592584210526315,77.18768421052631,Market,9,73.64,0.578,44.8
28.592584210526315,77.18768421052631,Market,10,73.54,0.626,56.4
28.592584210526315,77.18768421052631,Market,11,78.55,0.708,55.9
28.592584210526315,77.18768421052631,Market,12,71.25,0.542,59.8
28.592584210526315,77.18768421052631,Market,13,70.4,0.593,65.4
28.592584210526315,77.18768421052631,Market,14,62.27,0.393,68.2
28.592584210526315,77.18768421052631,Market,15,86.46,0.713,58.3
28.592584210526315,77.18768421052631,Market,16,75.7,0.624,66.7
28.592584210526315,77.18768421052631,Market,17,73.76,0.492,54.9
28.592584210526315,77.18768421052631,Market,18,75.96,0.612,55.6
28.592584210526315,77.18768421052631,Market,19,77.65,0.616,84.5
28.592584210526315,77.18768421052631,Market,20,73.99,0.553,71.3
28.592584210526315,77.18768421052631,Market,21,66.12,0.546,68.4
28.592584210526315,77.18768421052631,Market,22,68.69,0.479,69.3
28.592584210526315,77.18768421052631,Market,23,63.25,0.329,49.8
28.592584210526315,77.19242105263159,Market,0,56.6,0.232,41.3
28.592584210526315,77.19242105263159,Market,1,59.45,0.354,59.5
28.592584210526315,77.19242105263159,Market,2,62.57,0.364,38.4
28.592584210526315,77.19242105263159,Market,3,64.65,0.418,57.4
28.592584210526315,77.19242105263159,Market,4,46.57,0.102,36.8
28.592584210526315,77.19242105263159,Market,5,65.05,0.454,44.9
28.592584210526315,77.19242105263159,Market,6,71.52,0.582,33.8
28.592584210526315,77.19242105263159,Market,7,79.93,0.634,69.5
28.592584210526315,77.19242105263159,Market,8,68.27,0.45,48.5
28.592584210526315,77.19242105263159,Market,9,79.63,0.63,63.4
28.592584210526315,77.19242105263159,Market,10,64.58,0.38,57.5
28.592584210526315,77.19242105263159,Market,11,73.87,0.639,61.9
28.592584210526315,77.19242105263159,Market,12,75.1,0.596,61.7
28.592584210526315,77.19242105263159,Market,13,71.15,0.503,48.7
28.592584210526315,77.19242105263159,Market,14,67.91,0.527,53.8
28.592584210526315,77.19242105263159,Market,15,83.29,0.687,68.7
28.592584210526315,77.19242105263159,Market,16,70.38,0.5,47.8
28.592584210526315,77.19242105263159,Market,17,72.84,0.49,58.9
28.592584210526315,77.19242105263159,Market,18,70.72,0.53,62.9
28.592584210526315,77.19242105263159,Market,19,82.31,0.739,58.5
28.592584210526315,77.19242105263159,Market,20,65.08,0.513,51.6
28.592584210526315,77.19242105263159,Market,21,72.9,0.59,60.0
28.592584210526315,77.19242105263159,Market,22,57.58,0.309,44.1
28.592584210526315,77.19242105263159,Market,23,57.92,0.387,50.6
28.592584210526315,77.19715789473685,Industrial,0,47.27,0.137,27.9
28.592584210526315,77.19715789473685,Industrial,1,75.57,0.608,69.1
28.592584210526315,77.19715789473685,Industrial,2,60.67,0.288,52.0
28.592584210526315,77.19715789473685,Industrial,3,69.93,0.513,57.5
28.592584210526315,77.19715789473685,Industrial,4,60.22,0.345,75.3
28.592584210526315,77.19715789473685,Industrial,5,70.03,0.426,66.0
28.592584210526315,77.19715789473685,Industrial,6,86.53,0.787,67.0
28.592584210526315,77.19715789473685,Industrial,7,81.85,0.696,80.0
28.592584210526315,77.19715789473685,Industrial,8,90.23,0.805,82.6
28.592584210526315,77.19715789473685,Industrial,9,84.79,0.686,68.7
28.592584210526315,77.19715789473685,Industrial,10,71.18,0.433,65.5
28.592584210526315,77.19715789473685,Industrial,11,87.86,0.792,68.3
28.592584210526315,77.19715789473685,Industrial,12,79.22,0.622,59.2
28.592584210526315,77.19715789473685,Industrial,13,78.29,0.695,69.1
28.592584210526315,77.19715789473685,Industrial,14,74.42,0.512,60.3
28.592584210526315,77.19715789473685,Industrial,15,83.68,0.715,84.8
28.592584210526315,77.19715789473685,Industrial,16,70.92,0.583,60.7
28.592584210526315,77.19715789473685,Industrial,17,89.27,0.797,72.9
28.592584210526315,77.19715789473685,Industrial,18,78.8,0.633,69.7
28.592584210526315,77.19715789473685,Industrial,19,76.75,0.589,59.8
28.592584210526315,77.19715789473685,Industrial,20,78.89,0.623,50.7
28.592584210526315,77.19715789473685,Industrial,21,75.82,0.624,43.2
28.592584210526315,77.19715789473685,Industrial,22,54.33,0.319,41.1
28.592584210526315,77.19715789473685,Industrial,23,80.88,0.688,62.3
28.592584210526315,77.2018947368421,Residential,0,54.17,0.143,46.5
28.592584210526315,77.2018947368421,Residential,1,53.19,0.282,47.3
28.592584210526315,77.2018947368421,Residential,2,46.12,0.099,28.5
28.592584210526315,77.2018947368421,Residential,3,47.28,0.177,43.3
28.592584210526315,77.2018947368421,Residential,4,55.32,0.204,46.9
28.592584210526315,77.2018947368421,Residential,5,51.91,0.124,40.2
28.592584210526315,77.2018947368421,Residential,6,57.64,0.265,46.9
28.592584210526315,77.2018947368421,Residential,7,55.65,0.279,53.6
28.592584210526315,77.2018947368421,Residential,8,53.46,0.176,43.5
28.592584210526315,77.2018947368421,Residential,9,60.6,0.353,47.7
28.592584210526315,77.2018947368421,Residential,10,56.67,0.255,54.1
28.592584210526315,77.2018947368421,Residential,11,60.13,0.376,30.0
28.592584210526315,77.2018947368421,Residential,12,59.46,0.322,34.2
28.592584210526315,77.2018947368421,Residential,13,52.61,0.276,40.3
28.592584210526315,77.2018947368421,Residential,14,57.53,0.321,43.7
28.592584210526315,77.2018947368421,Residential,15,57.49,0.2,41.9
28.592584210526315,77.2018947368421,Residential,16,57.75,0.299,39.1
28.592584210526315,77.2018947368421,Residential,17,59.23,0.413,74.0
28.592584210526315,77.2018947368421,Residential,18,60.45,0.337,56.0
28.592584210526315,77.2018947368421,Residential,19,54.47,0.137,64.2
28.592584210526315,77.2018947368421,Residential,20,64.41,0.449,39.4
28.592584210526315,77.2018947368421,Residential,21,53.53,0.213,46.4
28.592584210526315,77.2018947368421,Residential,22,47.95,0.148,53.4
28.592584210526315,77.2018947368421,Residential,23,59.43,0.366,47.0
28.592584210526315,77.20663157894737,MainRoad,0,71.21,0.51,66.9
28.592584210526315,77.20663157894737,MainRoad,1,59.51,0.305,47.5
28.592584210526315,77.20663157894737,MainRoad,2,87.58,0.858,86.2
28.592584210526315,77.20663157894737,MainRoad,3,51.63,0.126,33.2
28.592584210526315,77.20663157894737,MainRoad,4,82.33,0.731,74.7
28.592584210526315,77.20663157894737,MainRoad,5,61.98,0.386,71.5
28.592584210526315,77.20663157894737,MainRoad,6,92.47,0.876,89.5
28.592584210526315,77.20663157894737,MainRoad,7,66.99,0.42,54.2
28.592584210526315,77.20663157894737,MainRoad,8,82.68,0.629,83.2
28.592584210526315,77.20663157894737,MainRoad,9,97.65,0.968,85.0
28.592584210526315,77.20663157894737,MainRoad,10,60.1,0.329,65.7
28.592584210526315,77.20663157894737,MainRoad,11,89.56,0.875,74.0
28.592584210526315,77.20663157894737,MainRoad,12,56.19,0.36,42.4
28.592584210526315,77.20663157894737,MainRoad,13,87.24,0.813,70.1
28.592584210526315,77.20663157894737,MainRoad,14,93.75,0.885,87.1
28.592584210526315,77.20663157894737,MainRoad,15,81.92,0.727,59.4
28.592584210526315,77.20663157894737,MainRoad,16,82.14,0.731,74.0
28.592584210526315,77.20663157894737,MainRoad,17,86.72,0.796,65.8
28.592584210526315,77.20663157894737,MainRoad,18,91.39,0.79,81.5
28.592584210526315,77.20663157894737,MainRoad,19,100.0,0.923,88.8
28.592584210526315,77.20663157894737,MainRoad,20,100.0,1.0,75.0
28.592584210526315,77.20663157894737,MainRoad,21,74.57,0.649,41.5
28.592584210526315,77.20663157894737,MainRoad,22,87.46,0.763,62.9
28.592584210526315,77.20663157894737,MainRoad,23,73.47,0.569,80.2
28.592584210526315,77.21136842105264,Residential,0,50.94,0.197,49.8
28.592584210526315,77.21136842105264,Residential,1,54.07,0.262,45.9
28.592584210526315,77.21136842105264,Residential,2,45.88,0.107,45.2
28.592584210526315,77.21136842105264,Residential,3,50.8,0.265,46.3
28.592584210526315,77.21136842105264,Residential,4,46.08,0.034,25.7
28.592584210526315,77.21136842105264,Residential,5,52.44,0.225,48.6
28.592584210526315,77.21136842105264,Residential,6,64.93,0.389,42.5
28.592584210526315,77.21136842105264,Residential,7,49.88,0.117,33.6
28.592584210526315,77.21136842105264,Residential,8,54.65,0.297,51.1
28.592584210526315,77.21136842105264,Residential,9,48.09,0.075,46.5
28.592584210526315,77.21136842105264,Residential,10,57.1,0.287,38.7
28.592584210526315,77.21136842105264,Residential,11,54.33,0.244,46.1
28.592584210526315,77.21136842105264,Residential,12,50.49,0.083,21.9
28.592584210526315,77.21136842105264,Residential,13,48.42,0.175,49.1
28.592584210526315,77.21136842105264,Residential,14,56.87,0.244,65.0
28.592584210526315,77.21136842105264,Residential,15,57.57,0.294,35.6
28.592584210526315,77.21136842105264,Residential,16,60.31,0.326,59.1
28.592584210526315,77.21136842105264,Residential,17,54.1,0.265,32.8
28.592584210526315,77.21136842105264,Residential,18,64.51,0.378,52.1
28.592584210526315,77.21136842105264,Residential,19,48.79,0.091,30.3
28.592584210526315,77.21136842105264,Residential,20,62.07,0.446,58.7
28.592584210526315,77.21136842105264,Residential,21,57.32,0.277,47.3
28.592584210526315,77.21136842105264,Residential,22,61.18,0.31,36.0
28.592584210526315,77.21136842105264,Residential,23,52.83,0.252,46.1
28.592584210526315,77.2161052631579,MainRoad,0,51.48,0.177,30.2
28.592584210526315,77.2161052631579,MainRoad,1,49.09,0.217,59.4
28.592584210526315,77.2161052631579,MainRoad,2,62.8,0.417,57.2
28.592584210526315,77.2161052631579,MainRoad,3,52.47,0.211,47.2
28.592584210526315,77.2161052631579,MainRoad,4,60.75,0.327,42.1
28.592584210526315,77.2161052631579,MainRoad,5,56.9,0.298,29.3
28.592584210526315,77.2161052631579,MainRoad,6,92.49,0.847,67.5
28.592584210526315,77.2161052631579,MainRoad,7,88.94,0.822,63.6
28.592584210526315,77.2161052631579,MainRoad,8,91.43,0.805,86.2
28.592584210526315,77.2161052631579,MainRoad,9,89.14,0.881,68.9
28.592584210526315,77.2161052631579,MainRoad,10,94.46,1.0,93.0
28.592584210526315,77.2161052631579,MainRoad,11,85.94,0.708,61.2
28.592584210526315,77.2161052631579,MainRoad,12,74.97,0.551,63.1
28.592584210526315,77.2161052631579,MainRoad,13,82.8,0.693,76.9
28.592584210526315,77.2161052631579,MainRoad,14,79.28,0.643,64.7
28.592584210526315,77.2161052631579,MainRoad,15,86.17,0.883,64.0
28.592584210526315,77.2161052631579,MainRoad,16,63.3,0.318,54.2
28.592584210526315,77.2161052631579,MainRoad,17,88.73,0.891,81.5
28.592584210526315,77.2161052631579,MainRoad,18,79.25,0.668,79.2
28.592584210526315,77.2161052631579,MainRoad,19,76.09,0.618,70.7
28.592584210526315,77.2161052631579,MainRoad,20,100.0,1.0,67.0
28.592584210526315,77.2161052631579,MainRoad,21,79.33,0.595,52.3
28.592584210526315,77.2161052631579,MainRoad,22,65.85,0.459,44.4
28.592584210526315,77.2161052631579,MainRoad,23,68.63,0.471,81.3
28.592584210526315,77.22084210526316,Residential,0,44.66,0.11,20.9
28.592584210526315,77.22084210526316,Residential,1,53.24,0.265,36.9
28.592584210526315,77.22084210526316,Residential,2,51.28,0.154,29.5
28.592584210526315,77.22084210526316,Residential,3,50.65,0.234,35.2
28.592584210526315,77.22084210526316,Residential,4,49.24,0.117,52.3
28.592584210526315,77.22084210526316,Residential,5,53.88,0.224,48.9
28.592584210526315,77.22084210526316,Residential,6,56.66,0.387,41.5
28.592584210526315,77.22084210526316,Residential,7,57.93,0.309,39.1
28.592584210526315,77.22084210526316,Residential,8,47.49,0.088,45.7
28.592584210526315,77.22084210526316,Residential,9,48.71,0.177,38.0
28.592584210526315,77.22084210526316,Residential,10,58.46,0.277,29.6
28.592584210526315,77.22084210526316,Residential,11,58.69,0.351,47.4
28.592584210526315,77.22084210526316,Residential,12,54.48,0.285,49.8
28.592584210526315,77.22084210526316,Residential,13,53.44,0.251,48.9
28.592584210526315,77.22084210526316,Residential,14,52.31,0.242,42.2
28.592584210526315,77.22084210526316,Residential,15,62.7,0.318,49.7
28.592584210526315,77.22084210526316,Residential,16,63.92,0.38,52.5
28.592584210526315,77.22084210526316,Residential,17,54.63,0.336,48.6
28.592584210526315,77.22084210526316,Residential,18,55.41,0.29,41.3
28.592584210526315,77.22084210526316,Residential,19,53.03,0.205,52.8
28.592584210526315,77.22084210526316,Residential,20,58.98,0.29,49.0
28.592584210526315,77.22084210526316,Residential,21,54.88,0.296,43.2
28.592584210526315,77.22084210526316,Residential,22,52.54,0.155,52.5
28.592584210526315,77.22084210526316,Residential,23,52.21,0.189,38.0
28.592584210526315,77.22557894736842,MainRoad,0,81.91,0.683,59.3
28.592584210526315,77.22557894736842,MainRoad,1,91.26,0.899,82.3
28.592584210526315,77.22557894736842,MainRoad,2,56.68,0.213,45.4
28.592584210526315,77.22557894736842,MainRoad,3,71.51,0.423,78.9
28.592584210526315,77.22557894736842,MainRoad,4,68.0,0.55,52.6
28.592584210526315,77.22557894736842,MainRoad,5,60.9,0.4,46.7
28.592584210526315,77.22557894736842,MainRoad,6,97.98,0.948,77.8
28.592584210526315,77.22557894736842,MainRoad,7,85.26,0.719,71.5
28.592584210526315,77.22557894736842,MainRoad,8,90.79,0.917,77.3
28.592584210526315,77.22557894736842,MainRoad,9,79.36,0.73,41.3
28.592584210526315,77.22557894736842,MainRoad,10,89.53,0.838,73.7
28.592584210526315,77.22557894736842,MainRoad,11,87.21,0.783,71.5
28.592584210526315,77.22557894736842,MainRoad,12,100.0,1.0,74.0
28.592584210526315,77.22557894736842,MainRoad,13,79.28,0.556,76.2
28.592584210526315,77.22557894736842,MainRoad,14,91.28,0.857,69.7
28.592584210526315,77.22557894736842,MainRoad,15,61.13,0.372,46.8
